processid,class,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,country,realm,label
G20004,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Eudicronychini,NA,Eudicronychus_sp,NA,NA,NA,Zambia,Afrotropic,G20004_Elateridae_Elaterinae_Eudicronychini_Eudicronychus_sp_Zambia
BIOD01513,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Hemirhipini,NA,Cryptalaus,NA,NA,NA,Malaysia,Indomalayan,BIOD01513_Elateridae_Agrypninae_Hemirhipini_Cryptalaus_Malaysia
GBDL02201,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Hemirhipini,NA,Cryptalaus,NA,Cryptalaus yamato,NA,South Korea,Palearctic,GBDL02201_Elateridae_Agrypninae_Hemirhipini_Cryptalaus_yamato_South_Korea
GBDL02457,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Hemirhipini,NA,Cryptalaus,NA,Cryptalaus larvatus,NA,China,Palearctic,GBDL02457_Elateridae_Agrypninae_Hemirhipini_Cryptalaus_larvatus_China
ASSCR6449-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Alaus,NA,Alaus plebejus,NA,Costa Rica,Panamanian,ASSCR6449-12_Elateridae_Agrypninae_Hemirhipini_Alaus_plebejus_Costa_Rica
ASSCR6464-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Chalcolepidius,NA,Chalcolepidius chalcantheus,NA,Costa Rica,Panamanian,ASSCR6464-12_Elateridae_Agrypninae_Hemirhipini_Chalcolepidius_chalcantheus_Costa_Rica
ASSCR6468-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Chalcolepidius,NA,Chalcolepidius gossipiatus,NA,Costa Rica,Panamanian,ASSCR6468-12_Elateridae_Agrypninae_Hemirhipini_Chalcolepidius_gossipiatus_Costa_Rica
ASSCR6475-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Chalcolepidius,NA,Chalcolepidius lacordairei,NA,Costa Rica,Panamanian,ASSCR6475-12_Elateridae_Agrypninae_Hemirhipini_Chalcolepidius_lacordairei_Costa_Rica
ASSCR6484-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Chalcolepidius,NA,Chalcolepidius oxydatus,NA,Costa Rica,Panamanian,ASSCR6484-12_Elateridae_Agrypninae_Hemirhipini_Chalcolepidius_oxydatus_Costa_Rica
ASSCR6491-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Chalcolepidius,NA,Chalcolepidius silbermanni,NA,Costa Rica,Panamanian,ASSCR6491-12_Elateridae_Agrypninae_Hemirhipini_Chalcolepidius_silbermanni_Costa_Rica
ASSCR6493-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Chalcolepis,NA,Chalcolepis luczoti,NA,Costa Rica,Panamanian,ASSCR6493-12_Elateridae_Agrypninae_Hemirhipini_Chalcolepis_luczoti_Costa_Rica
ASSCR6540-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Hemirhipus,NA,Hemirhipus bimaculatus,NA,Costa Rica,Panamanian,ASSCR6540-12_Elateridae_Agrypninae_Hemirhipini_Hemirhipus_bimaculatus_Costa_Rica
ASSCR6542-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Lycoreus,NA,Lycoreus suturalisAS1,NA,Costa Rica,Panamanian,ASSCR6542-12_Elateridae_Agrypninae_Hemirhipini_Lycoreus_suturalisAS1_Costa_Rica
ASSCR6543-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Lycoreus,NA,Lycoreus suturalisAS2,NA,Costa Rica,Panamanian,ASSCR6543-12_Elateridae_Agrypninae_Hemirhipini_Lycoreus_suturalisAS2_Costa_Rica
ASSCR6544-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Lycoreus,NA,Lycoreus suturalisAS1,NA,Costa Rica,Panamanian,ASSCR6544-12_Elateridae_Agrypninae_Hemirhipini_Lycoreus_suturalisAS1_Costa_Rica
COANT1858-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Chalcolepidius,NA,Chalcolepidius obscurus,NA,Guadeloupe,Neotropic,COANT1858-23_Elateridae_Agrypninae_Hemirhipini_Chalcolepidius_obscurus_Guadeloupe
CRBAF2594-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Chalcolepidius,NA,Chalcolepidius sp,NA,Costa Rica,Panamanian,CRBAF2594-21_Elateridae_Agrypninae_Hemirhipini_Chalcolepidius_sp_Costa_Rica
CRBAF2730-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Chalcolepidius,NA,Chalcolepidius sp,NA,Costa Rica,Panamanian,CRBAF2730-21_Elateridae_Agrypninae_Hemirhipini_Chalcolepidius_sp_Costa_Rica
CRBAF2800-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Chalcolepidius,NA,Chalcolepidius jansoni,NA,Costa Rica,Panamanian,CRBAF2800-21_Elateridae_Agrypninae_Hemirhipini_Chalcolepidius_jansoni_Costa_Rica
ELAT082-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Alaus,NA,Alaus sericeus,NA,Mexico,Panamanian,ELAT082-12_Elateridae_Agrypninae_Hemirhipini_Alaus_sericeus_Mexico
ELAT109-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Chalcolepidius,NA,Chalcolepidius lacordairei,NA,Mexico,Panamanian,ELAT109-12_Elateridae_Agrypninae_Hemirhipini_Chalcolepidius_lacordairei_Mexico
ELAT163-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Chalcolepidius,NA,Chalcolepidius attenuatus,NA,Mexico,Panamanian,ELAT163-12_Elateridae_Agrypninae_Hemirhipini_Chalcolepidius_attenuatus_Mexico
EPNG9326-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Cryptalaus,NA,Cryptalaus obliquus,NA,Papua New Guinea,Oceanian,EPNG9326-15_Elateridae_Agrypninae_Hemirhipini_Cryptalaus_obliquus_Papua_New_Guinea
GBCAB41041-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Pherhimius,NA,Pherhimius fascicularis,NA,NA,Nearctic,GBCAB41041-24_Elateridae_Agrypninae_Hemirhipini_Pherhimius_fascicularis_NA
GBCL18353-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Tetrigus,NA,Tetrigus lewisi,NA,South Korea,Palearctic,GBCL18353-14_Elateridae_Agrypninae_Hemirhipini_Tetrigus_lewisi_South_Korea
GBMNC61777-20,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Cryptalaus,NA,Cryptalaus sp. UPOL RK0082,NA,NA,NA,GBMNC61777-20_Elateridae_Agrypninae_Hemirhipini_Cryptalaus_sp._UPOL_RK0082_NA
GBMNC61786-20,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Chalcolepidius,NA,Chalcolepidius sp. UPOL 001422,NA,NA,NA,GBMNC61786-20_Elateridae_Agrypninae_Hemirhipini_Chalcolepidius_sp._UPOL_001422_NA
GMPNG768-18,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Cryptalaus,NA,Cryptalaus obliquus,NA,Papua New Guinea,Oceanian,GMPNG768-18_Elateridae_Agrypninae_Hemirhipini_Cryptalaus_obliquus_Papua_New_Guinea
JEBP211-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Cryptalaus,NA,Cryptalaus berus,NA,Japan,Sino-Japanese,JEBP211-13_Elateridae_Agrypninae_Hemirhipini_Cryptalaus_berus_Japan
JEBP226-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Cryptalaus,NA,Cryptalaus larvatus,NA,Japan,Sino-Japanese,JEBP226-13_Elateridae_Agrypninae_Hemirhipini_Cryptalaus_larvatus_Japan
JEBP227-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Cryptalaus,NA,Cryptalaus larvatus,NA,Japan,Sino-Japanese,JEBP227-13_Elateridae_Agrypninae_Hemirhipini_Cryptalaus_larvatus_Japan
JEBP230-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Cryptalaus,NA,Cryptalaus larvatus,NA,Japan,Sino-Japanese,JEBP230-13_Elateridae_Agrypninae_Hemirhipini_Cryptalaus_larvatus_Japan
JEBP744-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Tetrigus,NA,Tetrigus kusuii,NA,Japan,Sino-Japanese,JEBP744-13_Elateridae_Agrypninae_Hemirhipini_Tetrigus_kusuii_Japan
LPRCI2547-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Chalcolepidius,NA,Chalcolepidius validus,NA,Martinique,Panamanian,LPRCI2547-22_Elateridae_Agrypninae_Hemirhipini_Chalcolepidius_validus_Martinique
LPRCI2802-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Chalcolepidius,NA,NA,NA,Saint Martin,Neotropic,LPRCI2802-22_Elateridae_Agrypninae_Hemirhipini_Chalcolepidius_Saint_Martin
SENTO2145-18,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Chalcolepidius,NA,NA,NA,Peru,Neotropic,SENTO2145-18_Elateridae_Agrypninae_Hemirhipini_Chalcolepidius_Peru
SICOG129-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Calais,NA,Calais excavatus,NA,Togo,Afrotropic,SICOG129-22_Elateridae_Agrypninae_Hemirhipini_Calais_excavatus_Togo
SICOG131-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Chalcolepidius,NA,Chalcolepidius limbatus,NA,Paraguay,Neotropic,SICOG131-22_Elateridae_Agrypninae_Hemirhipini_Chalcolepidius_limbatus_Paraguay
SICOG132-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Chalcolepis,NA,Chalcolepis luczoti,NA,Venezuela,Neotropic,SICOG132-22_Elateridae_Agrypninae_Hemirhipini_Chalcolepis_luczoti_Venezuela
SICOG133-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Chalcolepis,NA,Chalcolepis luczoti,NA,Venezuela,Neotropic,SICOG133-22_Elateridae_Agrypninae_Hemirhipini_Chalcolepis_luczoti_Venezuela
SICOG145-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Neolycoreus,NA,Neolycoreus regalis,NA,Madagascar,Afrotropic,SICOG145-22_Elateridae_Agrypninae_Hemirhipini_Neolycoreus_regalis_Madagascar
USCOC567-10,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Hemirhipini,NA,Alaus,NA,Alaus oculatus,NA,United States,Nearctic,USCOC567-10_Elateridae_Agrypninae_Hemirhipini_Alaus_oculatus_United_States
AALCO116-17,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Hypnoidus,NA,Hypnoidus consobrinus,NA,Austria,Palearctic,AALCO116-17_Elateridae_Dendrometrinae_Hypnoidini_Hypnoidus_consobrinus_Austria
CNCCE175-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Ligmargus,NA,Ligmargus funebris,NA,Canada,Nearctic,CNCCE175-12_Elateridae_Dendrometrinae_Hypnoidini_Ligmargus_funebris_Canada
COLFA464-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Hypnoidus,NA,Hypnoidus riparius,NA,Finland,Palearctic,COLFA464-12_Elateridae_Dendrometrinae_Hypnoidini_Hypnoidus_riparius_Finland
COLFC296-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Hypnoidus,NA,Hypnoidus rivularius,NA,Finland,Palearctic,COLFC296-12_Elateridae_Dendrometrinae_Hypnoidini_Hypnoidus_rivularius_Finland
GBAAZ36150-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes motschulskyi,NA,India,Indomalayan,GBAAZ36150-24_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_motschulskyi_India
GBCL17940-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Hypnoidus,NA,Hypnoidus narynensis,NA,Kyrgyzstan,Palearctic,GBCL17940-14_Elateridae_Dendrometrinae_Hypnoidini_Hypnoidus_narynensis_Kyrgyzstan
GBCL18287-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Berninelsonius,NA,Berninelsonius hyperboreus,NA,Russia,Palearctic,GBCL18287-14_Elateridae_Dendrometrinae_Hypnoidini_Berninelsonius_hyperboreus_Russia
GBCL34807-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes motschulskyi,NA,South Korea,Palearctic,GBCL34807-19_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_motschulskyi_South_Korea
GBMND41749-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Hypnoidus,NA,Hypnoidus bicolor,NA,NA,NA,GBMND41749-21_Elateridae_Dendrometrinae_Hypnoidini_Hypnoidus_bicolor_NA
GBMND41947-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Hypnoidus,NA,Hypnoidus bicolor,NA,NA,NA,GBMND41947-21_Elateridae_Dendrometrinae_Hypnoidini_Hypnoidus_bicolor_NA
HBDCO111-20,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Ascoliocerus,NA,Ascoliocerus sanborni,NA,United States,Nearctic,HBDCO111-20_Elateridae_Dendrometrinae_Hypnoidini_Ascoliocerus_sanborni_United_States
HMCOL085-07,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Ascoliocerus,NA,Ascoliocerus sanborni,NA,Canada,Nearctic,HMCOL085-07_Elateridae_Dendrometrinae_Hypnoidini_Ascoliocerus_sanborni_Canada
INRMA3493-20,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Berninelsonius,NA,Berninelsonius hyperboreus,NA,Canada,Nearctic,INRMA3493-20_Elateridae_Dendrometrinae_Hypnoidini_Berninelsonius_hyperboreus_Canada
JEBP157-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Ascoliocerus,NA,Ascoliocerus saxatilis,NA,Japan,Sino-Japanese,JEBP157-13_Elateridae_Dendrometrinae_Hypnoidini_Ascoliocerus_saxatilis_Japan
JEBP159-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Ascoliocerus,NA,Ascoliocerus saxatilis,NA,Japan,Sino-Japanese,JEBP159-13_Elateridae_Dendrometrinae_Hypnoidini_Ascoliocerus_saxatilis_Japan
JEBP326-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes brunneofuscus,NA,Japan,Sino-Japanese,JEBP326-13_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_brunneofuscus_Japan
JEBP327-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes brunneofuscus,NA,Japan,Sino-Japanese,JEBP327-13_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_brunneofuscus_Japan
JEBP332-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes brunneofuscus,NA,Japan,Sino-Japanese,JEBP332-13_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_brunneofuscus_Japan
JEBP333-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes brunneofuscus,NA,Japan,Sino-Japanese,JEBP333-13_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_brunneofuscus_Japan
JEBP348-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Hypolithus,NA,Hypolithus littoralis,NA,Japan,Sino-Japanese,JEBP348-13_Elateridae_Dendrometrinae_Hypnoidini_Hypolithus_littoralis_Japan
JEBP351-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes motschulskyi,NA,Japan,Sino-Japanese,JEBP351-13_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_motschulskyi_Japan
JEBP352-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes motschulskyi,NA,Japan,Sino-Japanese,JEBP352-13_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_motschulskyi_Japan
JEBP353-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes motschulskyi,NA,Japan,Sino-Japanese,JEBP353-13_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_motschulskyi_Japan
JEBP357-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes motschulskyi,NA,Japan,Sino-Japanese,JEBP357-13_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_motschulskyi_Japan
JEBP361-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes motschulskyi,NA,Japan,Sino-Japanese,JEBP361-13_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_motschulskyi_Japan
JEBP368-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes motschulskyi,NA,Japan,Sino-Japanese,JEBP368-13_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_motschulskyi_Japan
JEBP372-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes motschulskyi,NA,Japan,Sino-Japanese,JEBP372-13_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_motschulskyi_Japan
JEBP374-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes motschulskyi,NA,Japan,Sino-Japanese,JEBP374-13_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_motschulskyi_Japan
JEBP375-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes motschulskyi,NA,Japan,Sino-Japanese,JEBP375-13_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_motschulskyi_Japan
JEBP376-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes motschulskyi,NA,Japan,Sino-Japanese,JEBP376-13_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_motschulskyi_Japan
JEBP380-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes motschulskyi,NA,Japan,Sino-Japanese,JEBP380-13_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_motschulskyi_Japan
JEBP394-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes motschulskyi,NA,Japan,Sino-Japanese,JEBP394-13_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_motschulskyi_Japan
JEBP409-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes motschulskyi,NA,Japan,Sino-Japanese,JEBP409-13_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_motschulskyi_Japan
JEBP412-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes motschulskyi,NA,Japan,Sino-Japanese,JEBP412-13_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_motschulskyi_Japan
JEBP419-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Homotechnes,NA,Homotechnes nodai,NA,Japan,Sino-Japanese,JEBP419-13_Elateridae_Dendrometrinae_Hypnoidini_Homotechnes_nodai_Japan
JEBP424-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Hypnoidus,NA,Hypnoidus rivalis,NA,Japan,Sino-Japanese,JEBP424-13_Elateridae_Dendrometrinae_Hypnoidini_Hypnoidus_rivalis_Japan
JEBP755-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Yezohypnoidus,NA,Yezohypnoidus aeneoniger,NA,Japan,Sino-Japanese,JEBP755-13_Elateridae_Dendrometrinae_Hypnoidini_Yezohypnoidus_aeneoniger_Japan
JEBP756-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Yezohypnoidus,NA,Yezohypnoidus aeneoniger,NA,Japan,Sino-Japanese,JEBP756-13_Elateridae_Dendrometrinae_Hypnoidini_Yezohypnoidus_aeneoniger_Japan
LYMAD223-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Ascoliocerus,NA,Ascoliocerus sanborni,NA,Canada,Nearctic,LYMAD223-19_Elateridae_Dendrometrinae_Hypnoidini_Ascoliocerus_sanborni_Canada
LYMAD224-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Ascoliocerus,NA,Ascoliocerus sanborni,NA,Canada,Nearctic,LYMAD224-19_Elateridae_Dendrometrinae_Hypnoidini_Ascoliocerus_sanborni_Canada
MPGA1974-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Hypnoidus,NA,NA,NA,United States,Nearctic,MPGA1974-19_Elateridae_Dendrometrinae_Hypnoidini_Hypnoidus_United_States
MTWW137-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Hypnoidus,NA,Hypnoidus impressicollis,NA,United States,Nearctic,MTWW137-13_Elateridae_Dendrometrinae_Hypnoidini_Hypnoidus_impressicollis_United_States
MTWW402-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Hypnoidus,NA,Hypnoidus leei,NA,United States,Nearctic,MTWW402-13_Elateridae_Dendrometrinae_Hypnoidini_Hypnoidus_leei_United_States
NGSFT3254-16,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Hypnoidus,NA,Hypnoidus abbreviatus,NA,Canada,Nearctic,NGSFT3254-16_Elateridae_Dendrometrinae_Hypnoidini_Hypnoidus_abbreviatus_Canada
NGSFT3257-16,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Hypnoidus,NA,Hypnoidus abbreviatus,NA,Canada,Nearctic,NGSFT3257-16_Elateridae_Dendrometrinae_Hypnoidini_Hypnoidus_abbreviatus_Canada
SICOG180-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Ligmargus,NA,Ligmargus funebris,NA,United States,Nearctic,SICOG180-22_Elateridae_Dendrometrinae_Hypnoidini_Ligmargus_funebris_United_States
UAMIC137-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Hypolithus,NA,Hypolithus littoralis,NA,United States,Nearctic,UAMIC137-13_Elateridae_Dendrometrinae_Hypnoidini_Hypolithus_littoralis_United_States
UAMIC3759-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Ascoliocerus,NA,Ascoliocerus sanborni,NA,United States,Nearctic,UAMIC3759-19_Elateridae_Dendrometrinae_Hypnoidini_Ascoliocerus_sanborni_United_States
UAMIC3782-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Ascoliocerus,NA,Ascoliocerus sanborni,NA,United States,Nearctic,UAMIC3782-19_Elateridae_Dendrometrinae_Hypnoidini_Ascoliocerus_sanborni_United_States
YBBBC2172-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Hypnoidus,NA,Hypnoidus rivularius,NA,Canada,Nearctic,YBBBC2172-22_Elateridae_Dendrometrinae_Hypnoidini_Hypnoidus_rivularius_Canada
YBIVV1977-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Berninelsonius,NA,NA,NA,Canada,Nearctic,YBIVV1977-23_Elateridae_Dendrometrinae_Hypnoidini_Berninelsonius_Canada
YBIVV2273-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,Dendrometrinae,Hypnoidini,NA,Hypnoidus,NA,Hypnoidus bicolor,NA,Canada,Nearctic,YBIVV2273-23_Elateridae_Dendrometrinae_Hypnoidini_Hypnoidus_bicolor_Canada
BIOD02429,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Lissominae,Lissomini,NA,Drapetes,NA,NA,NA,Panama,Panamanian,BIOD02429_Elateridae_Lissominae_Lissomini_Drapetes_Panama
BIOD06397,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Lissominae,Lissomini,NA,NA,NA,NA,NA,NA,NA,BIOD06397_Elateridae_Lissominae_Lissomini_NA_NA
ASSCR5234-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Lissominae,Lissomini,NA,Lissomus,NA,Lissomus discedensAS2,NA,Costa Rica,Panamanian,ASSCR5234-12_Elateridae_Lissominae_Lissomini_Lissomus_discedensAS2_Costa_Rica
ASSCR5242-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Lissominae,Lissomini,NA,Lissomus,NA,Lissomus flavipennisAS1,NA,Costa Rica,Panamanian,ASSCR5242-12_Elateridae_Lissominae_Lissomini_Lissomus_flavipennisAS1_Costa_Rica
